512,0,256.25,0.25,0
512,0,256.75,0.5,0
512,0,257.5,0.75,0
512,0,258.5,1.0,0
512,0,259.75,1.25,0
512,0,261.25,1.5,0
512,0,263.0,1.75,0
512,0,265.0,2.0,0
512,0,267.25,2.25,0
512,0,269.75,2.5,0
512,0,272.5,2.75,0
512,0,275.5,3.0,0
512,0,278.75,3.25,0
512,0,282.25,3.5,0
512,0,286.0,3.75,0
512,0,290.0,4.0,0
512,0,294.25,4.25,0
512,0,298.75,4.5,1
512,0,293.0,-5.75,0
512,0,287.5,-5.5,0
512,0,282.25,-5.25,0
512,0,277.25,-5.0,0
512,0,272.5,-4.75,0
512,0,268.0,-4.5,0
512,0,263.75,-4.25,0
512,0,259.75,-4.0,0
512,0,256.0,-3.75,0
512,0,252.5,-3.5,0
512,0,249.25,-3.25,0
512,0,246.25,-3.0,0
512,0,243.5,-2.75,0
512,0,241.0,-2.5,0
512,0,238.75,-2.25,0
512,0,236.75,-2.0,0
512,0,235.0,-1.75,0
512,0,233.5,-1.5,0
512,0,232.25,-1.25,0
512,0,231.25,-1.0,0
512,0,230.5,-0.75,0
512,0,230.0,-0.5,0
512,0,229.75,-0.25,0
512,0,229.75,0.0,0
512,0,230.0,0.25,0
512,0,230.5,0.5,0
512,0,231.25,0.75,0
512,0,232.25,1.0,0
512,0,233.5,1.25,0
512,0,235.0,1.5,0
512,0,236.75,1.75,0
512,0,238.75,2.0,0
512,0,241.0,2.25,0
512,0,243.5,2.5,0
512,0,246.25,2.75,0
512,0,249.25,3.0,0
512,0,252.5,3.25,0
512,0,256.0,3.5,0
512,0,259.75,3.75,0
512,0,263.75,4.0,0
512,0,268.0,4.25,0
512,0,272.5,4.5,0
512,0,277.25,4.75,0
512,0,282.25,5.0,1
512,0,276.5,-5.75,0
512,0,271.0,-5.5,0
512,0,265.75,-5.25,0
512,0,260.75,-5.0,0
512,0,256.0,-4.75,0
512,0,251.5,-4.5,0
512,0,247.25,-4.25,0
512,0,243.25,-4.0,0
512,0,239.5,-3.75,0
512,0,236.0,-3.5,0
512,0,232.75,-3.25,0
512,0,229.75,-3.0,0
512,0,227.0,-2.75,0
512,0,224.5,-2.5,0
512,0,222.25,-2.25,0
512,0,220.25,-2.0,0
512,0,218.5,-1.75,0
512,0,217.0,-1.5,0
512,0,215.75,-1.25,0
512,0,214.75,-1.0,0
512,0,214.0,-0.75,0
512,0,213.5,-0.5,0
512,0,213.25,-0.25,0
512,0,213.25,0.0,0
512,0,213.5,0.25,0
512,0,214.0,0.5,0
512,0,214.75,0.75,0
512,0,215.75,1.0,0
512,0,217.0,1.25,0
512,0,218.5,1.5,0
512,0,220.25,1.75,0
512,0,222.25,2.0,0
512,0,224.5,2.25,0
512,0,227.0,2.5,0
512,0,229.75,2.75,0
512,0,232.75,3.0,0
512,0,236.0,3.25,0
512,0,239.5,3.5,0
512,0,243.25,3.75,0
512,0,247.25,4.0,0
512,0,251.5,4.25,0
512,0,256.0,4.5,0
512,0,260.75,4.75,0
512,0,265.75,5.0,0
512,0,271.0,5.25,0
512,0,276.5,5.5,1
512,0,270.75,-5.75,0
512,0,265.25,-5.5,0
512,0,260.0,-5.25,0
512,0,255.0,-5.0,0
512,0,250.25,-4.75,0
512,0,245.75,-4.5,0
512,0,241.5,-4.25,0
512,0,237.5,-4.0,0
512,0,233.75,-3.75,0
512,0,230.25,-3.5,0
512,0,227.0,-3.25,0
512,0,224.0,-3.0,0
512,0,221.25,-2.75,0
512,0,218.75,-2.5,0
512,0,216.5,-2.25,0
512,0,214.5,-2.0,0
512,0,212.75,-1.75,0
512,0,211.25,-1.5,0
512,0,210.0,-1.25,0
512,0,209.0,-1.0,0
512,0,208.25,-0.75,0
512,0,207.75,-0.5,0
512,0,207.5,-0.25,0
512,0,207.5,0.0,0
512,0,207.75,0.25,0
512,0,208.25,0.5,0
512,0,209.0,0.75,0
512,0,210.0,1.0,0
512,0,211.25,1.25,0
512,0,212.75,1.5,0
512,0,214.5,1.75,0
512,0,216.5,2.0,0
512,0,218.75,2.25,0
512,0,221.25,2.5,0
512,0,224.0,2.75,0
512,0,227.0,3.0,0
512,0,230.25,3.25,0
512,0,233.75,3.5,0
512,0,237.5,3.75,0
512,0,241.5,4.0,0
512,0,245.75,4.25,0
512,0,250.25,4.5,0
512,0,255.0,4.75,0
512,0,260.0,5.0,0
512,0,265.25,5.25,0
512,0,270.75,5.5,0
512,0,276.5,5.75,0
512,0,282.5,6.0,1
512,0,276.75,-5.75,0
512,0,271.25,-5.5,0
512,0,266.0,-5.25,0
512,0,261.0,-5.0,0
512,0,256.25,-4.75,0
512,0,251.75,-4.5,0
512,0,247.5,-4.25,0
512,0,243.5,-4.0,0
512,0,239.75,-3.75,0
512,0,236.25,-3.5,0
382.5,-23.0,233.0,-3.25,0
381.0,-26.0,230.0,-3.0,0
379.5,-28.75,227.25,-2.75,0
378.0,-31.25,224.75,-2.5,0
376.5,-33.5,222.5,-2.25,0
375.0,-35.5,220.5,-2.0,0
373.5,-37.25,218.75,-1.75,0
372.0,-38.75,217.25,-1.5,0
370.5,-40.0,216.0,-1.25,0
369.0,-41.0,215.0,-1.0,0
367.5,-41.75,214.25,-0.75,0
366.0,-42.25,213.75,-0.5,0
364.5,-42.5,213.5,-0.25,0
363.0,-42.5,213.5,0.0,0
